index,prompt_raw,target_text,length,level
00885,"A high-tech robot dog stands in a modern living room, its metallic body gleaming under soft artificial light. Around its neck, a sleek collar with a small, illuminated tag clearly stating ""Battery Low 10"". The dog's eyes are dim, reflecting its low energy state.",Battery Low 10,12,Hard
00886,"A sleek, modern race car with a glossy finish, featuring a prominent hood decal that reads ""Speed Demon 500"" in bold, vibrant colors, speeding down a sunlit track with a blurred background, capturing the essence of speed and adrenaline.",Speed Demon 500,13,Hard
00887,"A restaurant menu with a vivid, detailed illustration of ""Dragons Breath Curry"", steaming hot with a swirl of spicy smoke, surrounded by traditional utensils and a backdrop of elegant, rustic dining ambiance.",Dragons Breath Curry,18,Hard
00888,"A close-up of a gym locker mirror with a sticker that reads ""You Look Tired"", reflecting a slightly disheveled person in the background, capturing the essence of post-workout fatigue.",You Look Tired,12,Hard
00889,"A whimsical children’s storybook cover titled ""The Brave Little Snail"", featuring a tiny snail in a knight’s helmet, standing heroically on a leaf against a backdrop of a magical forest, with soft, warm lighting and vibrant, colorful illustrations.",The Brave Little Snail,19,Hard
00890,"In a dimly lit, old museum hallway, a detailed blueprint of the layout is annotated with ""Guard Dog Napping Zone"", highlighting a corner where a security camera's blind spot meets a cozy, shadowed nook.",Guard Dog Napping Zone,19,Hard
00891,"A realistic photograph of a futuristic robot dog sitting on a grassy lawn, with a metallic collar featuring a small, circular tag that reads ""Battery Low 1 Woof"" in clear, bold text. The dog's eyes glow softly, and its body shows subtle mechanical details.",Battery Low 1 Woof,15,Hard
00892,"A futuristic sci-fi cryopod with sleek, metallic surfaces and glowing blue accents, displaying blinking ""Sleeper Status Stable"" on a holographic interface, set against a dimly lit lab with advanced technology in the background.",Sleeper Status Stable,19,Hard
00893,"A close-up photograph of a recycling bin sticker on a blue bin, clearly displaying the text ""Plastic Only"" in bold white letters. The sticker is slightly weathered, with a few minor creases, set against a blurred urban background.",Plastic Only,11,Hard
00894,"A cozy bakery interior with a large, vintage cookie jar prominently displayed on a wooden counter, labeled ""Emergency Sugar Supply"", surrounded by an array of freshly baked cookies and pastries.",Emergency Sugar Supply,20,Hard
00895,"A realistic photograph of a chemistry lab with a whiteboard prominently displaying the heading ""Lab Safety Rules"" in bold letters, surrounded by safety equipment and students in lab coats.",Lab Safety Rules,14,Hard
00896,"A modern smartphone screen displaying a lock screen notification that reads ""3 New Messages"", set against a blurred background of a cityscape at dusk, capturing the essence of urban digital life.",3 New Messages,12,Hard
00897,"In a cozy medieval tavern, a wooden sign hangs above the bar, displaying the day's special in elegant calligraphy: ""Mutton Stew 3 Coins"". The warm, dim lighting and the cheerful chatter of patrons create a lively atmosphere, capturing the essence of a bustling medieval eatery.",Mutton Stew 3 Coins,16,Hard
00898,"An antique brass lamp lies on a weathered wooden table, emitting a faint glow. The lamp is intricately engraved with ancient symbols, and a clear inscription reads ""Wishes Finite"" near the base, casting a mysterious shadow in the dimly lit room.",Wishes Finite,12,Hard
00899,"A detailed science textbook diagram illustrating the structure of a cell, with a close-up focus on the mitochondria, labeled ""Mitochondria Powerhouse"", showcasing its intricate components and energy-producing functions.",Mitochondria Powerhouse,22,Hard
00900,"A baker in a kitchen, wearing an apron heavily stained with flour, the apron embroidered with the phrase ""Knead to Bake"" in elegant thread, standing next to a wooden table with various baking ingredients and tools.",Knead to Bake,11,Hard
00901,"In an ancient, dimly lit library, a massive, leather-bound book lies open on a wooden table. The page reveals an intricate stamp that reads ""Return Before You’re Roasted"". A flickering candle casts shadows, and a dragon’s claw rests gently on the book’s edge.",Return Before You’re Roasted,25,Hard
00902,"A cozy butcher shop with a wooden sign hanging above the entrance, proudly displaying ""Prime Beef Cuts"" in elegant, rustic lettering. The shop window shows neatly arranged cuts of meat, and a friendly butcher is seen preparing a fresh cut behind the counter.",Prime Beef Cuts,13,Hard
00903,"A DJ's turntable neon sign glowing ""Live Mix Tonight"" in a dimly lit, modern club, with DJ equipment and a crowd of people in the background, captured in a realistic photographic style.",Live Mix Tonight,14,Hard
00904,"A cluttered desk with a detective’s case file titled ""Unsolved Mystery 45"" in the center, surrounded by magnifying glasses, maps, and old photographs. The room is dimly lit by a desk lamp, casting shadows on the walls.",Unsolved Mystery 45,17,Hard
00905,"A realistic construction site with a barrier wrapped in bright orange and white tape, prominently displaying the text ""Caution Quantum Hole"". Workers in hard hats stand nearby, and the ground is marked with caution signs and cones. The scene is illuminated by the late afternoon sun, casting long shadows.",Caution Quantum Hole,18,Hard
00906,"A cluttered detective's office with a wooden door slightly ajar, revealing a brass plaque that reads ""Private Eye"" in elegant, vintage font, set against a backdrop of old case files and a vintage typewriter on a worn desk.",Private Eye,10,Medium
00907,"An astronaut stands on the red Martian surface, their helmet visor clearly reflecting the text ""Mars Colony 2030"" amidst the barren, rocky landscape.",Mars Colony 2030,14,Hard
00908,"A close-up photograph of candy heart sweets printed with ""Be Mine"", scattered on a pink, heart-patterned background, with a soft, romantic lighting that highlights the pastel colors and text.",Be Mine,6,Medium
00909,"A futuristic sci-fi cryochamber with a digital display warning ""System Failure"", set in a dimly lit laboratory, with frost forming on the glass and warning lights flickering intermittently.",System Failure,13,Hard
00910,"A medieval forest clearing with a dragon’s hoard signpost warning ""No Entry Hoarding in Progress"", surrounded by ancient trees and glowing embers, with a mystical aura.",No Entry Hoarding in Progress,25,Hard
00911,"A close-up of a stylish bookstore bookmark with the phrase ""Reading Is Magic"" elegantly printed on it, lying on a stack of vintage books with a soft, warm light illuminating the scene, creating a cozy and inviting atmosphere.",Reading Is Magic,14,Hard
00912,"A desert landscape with a sun-baked sand dune in the foreground, a lone signpost reads ""Water Source 2 Miles"" pointing towards a distant, lush oasis where a few palm trees can be seen. The sky is a clear blue, and the scene is bathed in warm, midday sunlight.",Water Source 2 Miles,17,Hard
00913,"A time traveler stands in a vintage 1920s street scene, their wristwatch prominently displaying ""Now Loading 1923"", the intricate gears and hands of the watch visible, capturing the blend of futuristic and past aesthetics.",Now Loading 1923,14,Hard
00914,"A weathered treasure map with a prominent ""X  Gold Here"" marking, laid on an old wooden table. Sunlight filters through the leaves, casting dappled shadows. A compass and antique lantern rest beside the map, hinting at the adventure to come.",X  Gold Here,9,Medium
00915,"A beautifully decorated birthday cake with intricate icing that reads ""Happy 30th Birthday"", surrounded by flickering candles and set against a warm, festive background.",Happy 30th Birthday,17,Hard
00916,"A classroom with a chalkboard at the front, scribbled with colorful letters that spell ""Field Trip Tomorrow"". Desks are neatly arranged, and a map of a nearby nature reserve is pinned on the wall, hinting at the destination.",Field Trip Tomorrow,17,Hard
00917,"A close-up of a hospital wristband wrapped around a patient's wrist, clearly displaying the printed text ""Patient Name Sarah Lin"", set against a neutral, clinical background.",Patient Name Sarah Lin,19,Hard
00918,"A realistic photograph of a laboratory storage container, prominently displaying the ""Biohazard"" symbol, set against a backdrop of sterile lab equipment and shelves.",Biohazard,9,Medium
00919,"A movie poster with a title text of ""Chapter 66"", featuring a dramatic cityscape at dusk, with silhouetted figures against a backdrop of neon lights and billowing smoke, emphasizing the mysterious and tense atmosphere of the film.",Chapter 66,9,Medium
00920,"A stained glass window in a grand cathedral, intricately depicting ""The Last Cookie"" biblical scene, with vibrant colors and detailed figures, set against the soft glow of afternoon sunlight streaming through.",The Last Cookie,13,Hard
